Status,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V125,V126,V127,V128,V129,V130,V131,V132,V133,V134,V135,V136,V137,V138,V139,V140,V141,V142,V143,V144,V145,V146,V147,V148,V149,V150,V151,V152,V153,V154,V155,V156,V157,V158,V159,V160,V161,V162,V163,V164,V165,V166,V167,V168,V169,V170,V171,V172,V173,V174,V175,V176,V177,V178,V179,V180,V181,V182,V183,V184,V185,V186,V187,V188,V189,V190,V191,V192,V193,V194,V195,V196,V197,V198,V199,V200,V201,V202,V203,V204,V205,V206,V207,V208,V209,V210,V211,V212,V213,V214,V215,V216,V217,V218,V219,V220,V221,V222,V223,V224,V225,V226,V227,V228,V229,V230,V231,V232,V233,V234,V235,V236,V237,V238,V239,V240,V241,V242,V243,V244,V245,V246,V247,V248,V249,V250,V251,V252,V253,V254,V255,V256,V257,V258,V259,V260
CD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0,0,0,20,0,0,8,0,1,0,14,0,0,0,1889,0,0,0,0,2,12,0,0,0,0,0,0,4,0,6,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,1,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1016,230,721,0,306,173,564,263,0,0,0,0,0,491,0,0,0,0,0,0,311,640,0,0,0,0,0,128,0,0,173,0,0,0,0,88,0,75,0,8422,8,89,0,75,0,0,0,40,3,709,0,0,34,27,0,0,1,8,0,0,0,0,219,0,0,0,0,0,3,0,0,0,0,186,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,210,0,0,0,0,0,0,0,0,9,2,0,1,487,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
CD,0,0,0,0,34,0,0,0,26,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,16,0,0,0,0,3244,2,0,0,0,0,0,0,9,65,0,0,0,1295,0,0,0,2,0,375,640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,58,3,0,1640,0,118,18,0,0,0,0,0,1939,0,0,0,0,0,0,206,0,0,0,0,0,0,75,0,0,25,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,1,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
CD,0,0,1,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,54,0,7,0,0,0,0,0,130,0,0,0,0,0,0,2,0,0,0,0,0,0,0,10,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,111,0,110,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,16,0,0,1520,869,8193,0,566,7,0,2753,0,0,0,0,0,2946,4,0,0,0,0,0,5985,294,0,0,0,0,0,97,1,0,524,3,0,0,3,386,0,174,0,163,8,1493,0,7,0,33,8643,6,31,0,0,0,0,568,86,0,278,23,0,5,0,0,0,0,0,0,0,0,230,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD,0,0,1,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,9,0,0,0,293,0,2,0,0,0,0,0,5580,0,0,0,0,68,4,0,0,0,0,0,0,0,0,216,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,3,0,0,0,0,0,2,228,1,9,0,0,0,0,0,0,0,0,0,1,0,1,27,0,0,0,0,0,0,0,1,0,0,773,596,284,0,3178,997,1362,363,0,0,1,0,0,2927,0,0,0,5,0,0,0,415,0,0,0,7,0,0,0,0,123,0,0,0,1,128,0,3,0,415,89,875,0,20,0,0,0,0,49,2220,0,0,156,108,0,0,90,6,2,0,0,0,16,0,0,0,0,0,1,0,0,0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,37,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
CD,0,0,0,0,25,6,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,10,2,0,0,0,3,0,0,11,42,181,0,0,28,0,0,0,0,0,1,699,0,19,0,0,1453,0,0,0,2,0,0,34,0,0,0,0,0,0,3,0,0,0,0,0,0,213,0,0,7,13,0,0,5,0,0,3,0,0,2654,0,0,0,0,0,0,0,0,0,0,0,0,1,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,492,0,127,0,0,0,0,370,0,0,2816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3544,0,0,0,0,0,0,0,0,8,1,0,0,244,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0
CD,0,0,0,0,42,217,0,5,0,0,0,0,0,0,9,0,0,0,0,564,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,1,5,0,0,0,0,0,2,12,711,0,0,291,0,0,0,0,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,0,11,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1580,0,82,0,0,1,0,0,0,0,0,0,0,0,0,0,159,0,0,0,642,0,1732,0,0,518,0,727,0,84,0,3,2,0,1,281,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,553,0,3,0,0,0,0,0,21,0,0,0,0,0,3,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,227,0,0,22,0,0,17,7669,0,0,1,0,26,0,0,0,0,0,0,0,0,45,2,0,0,8,0,0,0,0,0,0,5,744,0,0,48,612,985,0,264,0,0,0,0,0,0,0,0,5,0,0,0,0,0,25,0,18,0,0,0,0,0,0,0,0,64,0,0,0,4,0,0,99,0,0,0,1,0,0,0,9,0,0,267,0,0,0,0,857,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,7,0,76,0,34,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,9,0,0,0,1,0,0,0,0,0,2,0,5896,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,0,0,0,0,2,3,0,0,0,0,0,15,53,287,0,0,0,0,0,0,0,0,0,101,0,7,0,0,49,0,0,0,0,0,6,0,0,4,0,0,0,0,21,0,0,0,28,0,0,129,294,11,7,12,1,0,0,0,0,27,0,0,407,0,0,0,0,0,0,0,1,0,3,0,1,0,0,20,0,0,0,0,0,0,0,0,0,0,3453,0,0,0,0,0,0,0,0,0,0,0,0,0,943,0,0,0,0,21,0,0,0,0,0,0,0,0,0,3,0,20,0,0,485,0,0,145,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,7,0,0,0,0,0,0,76,0,0,0,19,0,0,0,0,1,0,1,0,209,0,115,83,12,2,1092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,6,0,0,96,0,0,0,0,0,0,16,0,2,0,942,0,118,0,0,2,26,0,0,0,0,0,0,178,0,265,0,0,0,0,0,59,0,0,0,0,0,8,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,93,10,171,0,5,211,0,0,0,1,0,0,0,0,0,1,0,0,3,1,0,0,0,1,0,0,190,58,1333,0,59,10,186,398,3,0,0,0,0,265,0,0,0,0,0,0,1312,104,0,0,0,0,6,158,0,0,410,1,0,0,0,115,0,27,0,7313,13,1,0,69,0,0,0,2,106,386,0,0,16,9,0,0,15,2,3,4,0,0,158,0,2,0,0,0,1488,0,259,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332,0,0,0,2,0,0,0,19,0,0,0,0,0,0,0,1256,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,2,0,0,0,1,0,2,831,0,0,0,0,68,0,0,0,0,0,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,251,253,648,0,663,1,120,58,0,0,0,0,0,315,0,0,0,0,0,0,124,251,2,0,0,0,0,200,0,0,43,0,0,0,3,0,0,0,0,3718,19,0,0,0,0,0,1,0,3,0,0,0,0,193,0,0,20,0,1,32,0,0,0,0,0,0,0,0,1438,0,98,0,0,216,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,2,0,0,0,0,0,4,1,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236
CD,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,67,0,9,0,0,2,0,0,7,0,0,0,0,0,0,0,503,0,6,0,0,0,3,0,0,0,0,0,0,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,22,0,30,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,15,1,0,0,0,0,0,0,242,96,631,0,378,30,5,147,0,0,0,0,0,161,0,0,0,1,0,0,182,17,0,0,0,0,0,73,0,0,161,0,0,0,0,60,0,0,0,1432,49,273,0,15,0,10,41,0,15,303,0,0,20,5,0,0,5,26,0,6,0,0,0,664,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,538
CD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,1843,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,50,103,0,81,0,50,25,0,0,0,0,0,35,0,0,0,1,0,0,3,17,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,613,12,19,0,0,0,0,0,0,90,49,0,0,6,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nonIBD,0,0,0,0,6,0,0,0,0,0,0,0,0,1,2,0,0,0,0,974,0,0,0,0,271,0,0,18,0,0,4,35,0,0,0,2064,0,51,0,0,11,1,0,0,0,0,0,0,9,0,36,0,0,0,0,0,5,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,39,6,59,0,0,28,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,497,39,873,0,34,12,317,346,2,0,0,0,0,158,0,0,0,0,0,0,53,211,0,0,0,0,0,31,0,0,104,0,0,0,0,93,0,0,0,2636,24,965,0,48,0,0,0,24,2,137,0,0,400,3,0,0,37,1,12,48,3,29,0,0,0,0,0,0,14,6,0,0,0,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nonIBD,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,7,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,22,3,29,0,301,0,34,18,0,0,0,0,0,711,0,0,0,0,0,0,101,37,0,0,0,0,0,1,2,0,24,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,2,0,1,0,0,0,0,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,0,1,0,0,18,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nonIBD,0,0,0,0,1,0,0,15,0,0,0,0,0,0,1,0,0,0,0,1,0,16,0,0,4,0,0,44,0,2,0,0,0,0,0,2756,0,0,0,0,28,0,0,0,0,0,0,0,0,0,265,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,16,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,28,2,0,428,13,592,0,419,115,26,5,0,0,0,0,0,782,0,0,0,0,0,0,360,1174,0,0,0,0,0,2,0,0,211,13,0,0,2,3,0,65,0,199,37,513,0,44,0,9,169,4,143,212,0,0,20,38,2,0,143,14,1,0,0,0,0,0,0,0,0,0,152,0,2,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD,44,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,13,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,978,0,1,0,0,0,30,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,5,0,0,0,223,0,106,21,1,0,21,524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,71,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,72,0,0,3,0,0,0,0,0,0,294,0,1,0,0,0,0,0,0,0,0,302,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CD,0,0,3,0,15,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,33,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,5,10,0,0,0,0,0,6,38,530,1,0,0,0,0,0,0,0,0,61,0,2,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,85,0,0,0,0,15,0,0,2,0,0,0,0,0,0,0,1301,0,0,0,0,0,10,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,133,0,273,0,0,0,0,0,0,0,0,421,0,0,0,0,0,0,3,191,0,0,0,0,0,3,0,0,34,0,0,0,0,87,0,0,0,30,24,250,0,0,0,0,0,0,14,0,0,0,0,26,0,0,10,0,2,0,0,0,0,0,0,0,0,0,14,0,11,0,0,80,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,160,0,0,33,0,0,0,0,0,0,0,5224,0,0,0,0,18,24,0,0,0,0,0,0,4,0,334,0,0,0,0,0,0,0,0,0,0,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,2,0,0,329,0,0,0,0,1,0,0,0,6,0,0,9,2,1,0,49,0,40,40,2,0,0,0,0,540,0,0,0,0,0,0,4,529,0,0,0,0,0,0,328,0,20,0,0,0,0,1,0,2,0,879,146,129,0,0,0,2,0,0,89,23,0,0,3,1,0,0,1,2,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,29,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,40,0,0,2,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,5,0,0,0,65,3,0,0,0,0,0,0,0,0,0,0,0,0,0,56
CD,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,292,5,0,0,0,0,107,0,0,0,0,0,32,8,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,3,0,277,0,0,0,0,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,671,0,218,0,53,1,38,176,0,0,0,1,0,519,4,0,0,0,0,0,958,94,0,0,0,0,0,1,0,0,25,0,0,0,0,8,0,80,0,0,51,16,0,0,0,0,0,0,3,2,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,218
CD,0,0,0,0,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1252,0,3,0,1,406,0,0,56,0,1,0,0,0,0,0,599,0,1,0,0,0,26,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,2,0,0,4,3,0,0,59,0,0,0,0,0,0,165,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,2,0,0,291,9,560,0,96,14,656,258,12,0,0,0,0,454,0,0,0,0,0,0,69,57,0,0,0,81,0,39,0,0,1123,0,0,0,1,3,1,10,0,220,0,875,0,8,0,5,0,0,29,661,0,0,43,22,0,0,4,2,4,0,0,0,0,0,0,1,1,0,112,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,567
CD,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,623,0,13,0,0,568,0,0,0,0,0,0,0,0,0,0,3128,0,0,0,0,19,363,0,0,0,0,0,0,1973,0,618,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,4,278,0,5,29,0,0,0,0,0,0,0,0,0,0,0,3,5,1,0,0,0,25,0,0,670,26,401,0,105,16,324,351,0,0,0,0,0,154,0,0,0,0,0,0,161,204,0,0,0,0,1,71,1,0,572,71,0,0,2,84,0,112,0,1475,7,193,0,37,0,27,1718,80,138,55,0,0,7,133,0,0,6,6,0,2,0,0,153,0,0,0,0,0,16,0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,182,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176
